"uid_01","hmdb_id","biochemical","uid_01_final","hmdb_id_final","biochemical_final","biochemical_final_final","biochemical_final_final_final","uid_01_final_1","uid_01_final_2"
"CSID4947173#HMDB11310#ME056278,ME056442","#HMDB0011310#","(2R)-3-(Hexadecyloxy)-2-[(5Z,8Z,11Z,14Z)-5,8,11,14-icosatetraenoyloxy]propyl 2-(trimethylammonio)ethyl phosphate#PC(P-18:1(9Z)/18:2(9Z,12Z))#Plasmenyl-PC (36:3)","ME056278,ME056442","","(2R)-3-(Hexadecyloxy)-2-[(5Z,8Z,11Z,14Z)-5,8,11,14-icosatetraenoyloxy]propyl 2-(trimethylammonio)ethyl phosphate","(2R)-3-(Hexadecyloxy)-2-[(5Z,8Z,11Z,14Z)-5,8,11,14-icosatetraenoyloxy]propyl 2-(trimethylammonio)ethyl phosphate","2r_3_hexadecyloxy_2_5z_8z_11z_14z_5_8_11_14_icosatetraenoyloxy_propyl 2_trimethylammonio_ethyl phosphate","ME056278,ME056442","ME056278,ME056442"
"CSID4947173#HMDB11310#ME056278,ME056442","#HMDB0011310#","(2R)-3-(Hexadecyloxy)-2-[(5Z,8Z,11Z,14Z)-5,8,11,14-icosatetraenoyloxy]propyl 2-(trimethylammonio)ethyl phosphate#PC(P-18:1(9Z)/18:2(9Z,12Z))#Plasmenyl-PC (36:3)","ME056278,ME056442","","PC(P-18:1(9Z)/18:2(9Z,12Z))","PC(P-18:1(9Z)/18:2(9Z,12Z))","pc_p_18_1_9z_18_2_9z_12z","ME056278,ME056442","ME056278,ME056442"
"CSID4947173#HMDB11310#ME056278,ME056442","#HMDB0011310#","(2R)-3-(Hexadecyloxy)-2-[(5Z,8Z,11Z,14Z)-5,8,11,14-icosatetraenoyloxy]propyl 2-(trimethylammonio)ethyl phosphate#PC(P-18:1(9Z)/18:2(9Z,12Z))#Plasmenyl-PC (36:3)","ME056278,ME056442","","Plasmenyl-PC (36:3)","Plasmenyl-PC (36:3)","plasmenyl_pc_36_3","ME056278,ME056442","ME056278,ME056442"
"CSID4947173#HMDB11310#ME056278,ME056442","#HMDB0011310#","(2R)-3-(Hexadecyloxy)-2-[(5Z,8Z,11Z,14Z)-5,8,11,14-icosatetraenoyloxy]propyl 2-(trimethylammonio)ethyl phosphate#PC(P-18:1(9Z)/18:2(9Z,12Z))#Plasmenyl-PC (36:3)","ME056278,ME056442","HMDB0011310","(2R)-3-(Hexadecyloxy)-2-[(5Z,8Z,11Z,14Z)-5,8,11,14-icosatetraenoyloxy]propyl 2-(trimethylammonio)ethyl phosphate","(2R)-3-(Hexadecyloxy)-2-[(5Z,8Z,11Z,14Z)-5,8,11,14-icosatetraenoyloxy]propyl 2-(trimethylammonio)ethyl phosphate","2r_3_hexadecyloxy_2_5z_8z_11z_14z_5_8_11_14_icosatetraenoyloxy_propyl 2_trimethylammonio_ethyl phosphate","ME056278,ME056442","ME056278,ME056442"
"CSID4947173#HMDB11310#ME056278,ME056442","#HMDB0011310#","(2R)-3-(Hexadecyloxy)-2-[(5Z,8Z,11Z,14Z)-5,8,11,14-icosatetraenoyloxy]propyl 2-(trimethylammonio)ethyl phosphate#PC(P-18:1(9Z)/18:2(9Z,12Z))#Plasmenyl-PC (36:3)","ME056278,ME056442","HMDB0011310","PC(P-18:1(9Z)/18:2(9Z,12Z))","PC(P-18:1(9Z)/18:2(9Z,12Z))","pc_p_18_1_9z_18_2_9z_12z","ME056278,ME056442","ME056278,ME056442"
"CSID4947173#HMDB11310#ME056278,ME056442","#HMDB0011310#","(2R)-3-(Hexadecyloxy)-2-[(5Z,8Z,11Z,14Z)-5,8,11,14-icosatetraenoyloxy]propyl 2-(trimethylammonio)ethyl phosphate#PC(P-18:1(9Z)/18:2(9Z,12Z))#Plasmenyl-PC (36:3)","ME056278,ME056442","HMDB0011310","Plasmenyl-PC (36:3)","Plasmenyl-PC (36:3)","plasmenyl_pc_36_3","ME056278,ME056442","ME056278,ME056442"
"CSID8660716#ME056263#ME056443","##","(2R)-3-(Hexadecyloxy)-2-[(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-icosapentaenoyloxy]propyl 2-(trimethylammonio)ethyl phosphate#PC (p-36:4) or PC (o-36:5)#Plasmenyl-PC (36:4)","CSID8660716","","(2R)-3-(Hexadecyloxy)-2-[(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-icosapentaenoyloxy]propyl 2-(trimethylammonio)ethyl phosphate","(2R)-3-(Hexadecyloxy)-2-[(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-icosapentaenoyloxy]propyl 2-(trimethylammonio)ethyl phosphate","2r_3_hexadecyloxy_2_5z_8z_11z_14z_17z_5_8_11_14_17_icosapentaenoyloxy_propyl 2_trimethylammonio_ethyl phosphate","CSID8660716","CSID8660716"
"CSID8660716#ME056263#ME056443","##","(2R)-3-(Hexadecyloxy)-2-[(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-icosapentaenoyloxy]propyl 2-(trimethylammonio)ethyl phosphate#PC (p-36:4) or PC (o-36:5)#Plasmenyl-PC (36:4)","CSID8660716","","PC (p-36:4) or PC (o-36:5)","PC (p-36:4)","pc_p_36_4","CSID8660716","CSID8660716"
"CSID8660716#ME056263#ME056443","##","(2R)-3-(Hexadecyloxy)-2-[(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-icosapentaenoyloxy]propyl 2-(trimethylammonio)ethyl phosphate#PC (p-36:4) or PC (o-36:5)#Plasmenyl-PC (36:4)","CSID8660716","","PC (p-36:4) or PC (o-36:5)","PC (o-36:5)","pc_o_36_5","CSID8660716","CSID8660716"
"CSID8660716#ME056263#ME056443","##","(2R)-3-(Hexadecyloxy)-2-[(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-icosapentaenoyloxy]propyl 2-(trimethylammonio)ethyl phosphate#PC (p-36:4) or PC (o-36:5)#Plasmenyl-PC (36:4)","CSID8660716","","Plasmenyl-PC (36:4)","Plasmenyl-PC (36:4)","plasmenyl_pc_36_4","CSID8660716","CSID8660716"
"CSID8660716#ME056263#ME056443","##","(2R)-3-(Hexadecyloxy)-2-[(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-icosapentaenoyloxy]propyl 2-(trimethylammonio)ethyl phosphate#PC (p-36:4) or PC (o-36:5)#Plasmenyl-PC (36:4)","ME056263","","(2R)-3-(Hexadecyloxy)-2-[(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-icosapentaenoyloxy]propyl 2-(trimethylammonio)ethyl phosphate","(2R)-3-(Hexadecyloxy)-2-[(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-icosapentaenoyloxy]propyl 2-(trimethylammonio)ethyl phosphate","2r_3_hexadecyloxy_2_5z_8z_11z_14z_17z_5_8_11_14_17_icosapentaenoyloxy_propyl 2_trimethylammonio_ethyl phosphate","ME056263","ME056263"
"CSID8660716#ME056263#ME056443","##","(2R)-3-(Hexadecyloxy)-2-[(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-icosapentaenoyloxy]propyl 2-(trimethylammonio)ethyl phosphate#PC (p-36:4) or PC (o-36:5)#Plasmenyl-PC (36:4)","ME056263","","PC (p-36:4) or PC (o-36:5)","PC (p-36:4)","pc_p_36_4","ME056263","ME056263"
"CSID8660716#ME056263#ME056443","##","(2R)-3-(Hexadecyloxy)-2-[(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-icosapentaenoyloxy]propyl 2-(trimethylammonio)ethyl phosphate#PC (p-36:4) or PC (o-36:5)#Plasmenyl-PC (36:4)","ME056263","","PC (p-36:4) or PC (o-36:5)","PC (o-36:5)","pc_o_36_5","ME056263","ME056263"
"CSID8660716#ME056263#ME056443","##","(2R)-3-(Hexadecyloxy)-2-[(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-icosapentaenoyloxy]propyl 2-(trimethylammonio)ethyl phosphate#PC (p-36:4) or PC (o-36:5)#Plasmenyl-PC (36:4)","ME056263","","Plasmenyl-PC (36:4)","Plasmenyl-PC (36:4)","plasmenyl_pc_36_4","ME056263","ME056263"
"CSID8660716#ME056263#ME056443","##","(2R)-3-(Hexadecyloxy)-2-[(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-icosapentaenoyloxy]propyl 2-(trimethylammonio)ethyl phosphate#PC (p-36:4) or PC (o-36:5)#Plasmenyl-PC (36:4)","ME056443","","(2R)-3-(Hexadecyloxy)-2-[(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-icosapentaenoyloxy]propyl 2-(trimethylammonio)ethyl phosphate","(2R)-3-(Hexadecyloxy)-2-[(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-icosapentaenoyloxy]propyl 2-(trimethylammonio)ethyl phosphate","2r_3_hexadecyloxy_2_5z_8z_11z_14z_17z_5_8_11_14_17_icosapentaenoyloxy_propyl 2_trimethylammonio_ethyl phosphate","ME056443","ME056443"
"CSID8660716#ME056263#ME056443","##","(2R)-3-(Hexadecyloxy)-2-[(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-icosapentaenoyloxy]propyl 2-(trimethylammonio)ethyl phosphate#PC (p-36:4) or PC (o-36:5)#Plasmenyl-PC (36:4)","ME056443","","PC (p-36:4) or PC (o-36:5)","PC (p-36:4)","pc_p_36_4","ME056443","ME056443"
"CSID8660716#ME056263#ME056443","##","(2R)-3-(Hexadecyloxy)-2-[(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-icosapentaenoyloxy]propyl 2-(trimethylammonio)ethyl phosphate#PC (p-36:4) or PC (o-36:5)#Plasmenyl-PC (36:4)","ME056443","","PC (p-36:4) or PC (o-36:5)","PC (o-36:5)","pc_o_36_5","ME056443","ME056443"
"CSID8660716#ME056263#ME056443","##","(2R)-3-(Hexadecyloxy)-2-[(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-icosapentaenoyloxy]propyl 2-(trimethylammonio)ethyl phosphate#PC (p-36:4) or PC (o-36:5)#Plasmenyl-PC (36:4)","ME056443","","Plasmenyl-PC (36:4)","Plasmenyl-PC (36:4)","plasmenyl_pc_36_4","ME056443","ME056443"
"CSID24822895#ME056444","#","(2R)-2-[(9Z)-9-Icosenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate#Plasmenyl-PC (38:0)","CSID24822895","","(2R)-2-[(9Z)-9-Icosenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate","(2R)-2-[(9Z)-9-Icosenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate","2r_2_9z_9_icosenoyloxy_3_octadecyloxy_propyl 2_trimethylammonio_ethyl phosphate","CSID24822895","CSID24822895"
"CSID24822895#ME056444","#","(2R)-2-[(9Z)-9-Icosenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate#Plasmenyl-PC (38:0)","CSID24822895","","Plasmenyl-PC (38:0)","Plasmenyl-PC (38:0)","plasmenyl_pc_38_0","CSID24822895","CSID24822895"
"CSID24822895#ME056444","#","(2R)-2-[(9Z)-9-Icosenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate#Plasmenyl-PC (38:0)","ME056444","","(2R)-2-[(9Z)-9-Icosenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate","(2R)-2-[(9Z)-9-Icosenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate","2r_2_9z_9_icosenoyloxy_3_octadecyloxy_propyl 2_trimethylammonio_ethyl phosphate","ME056444","ME056444"
"CSID24822895#ME056444","#","(2R)-2-[(9Z)-9-Icosenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate#Plasmenyl-PC (38:0)","ME056444","","Plasmenyl-PC (38:0)","Plasmenyl-PC (38:0)","plasmenyl_pc_38_0","ME056444","ME056444"
"HMDB13439#ME056264","HMDB0013439#","PC(o-20:0/18:3(6Z,9Z,12Z))#PC (p-38:2) or PC (o-38:3)","HMDB13439","HMDB0013439","PC(o-20:0/18:3(6Z,9Z,12Z))","PC(o-20:0/18:3(6Z,9Z,12Z))","pc_o_20_0_18_3_6z_9z_12z","HMDB13439","HMDB0013439"
"HMDB13439#ME056264","HMDB0013439#","PC(o-20:0/18:3(6Z,9Z,12Z))#PC (p-38:2) or PC (o-38:3)","HMDB13439","HMDB0013439","PC (p-38:2) or PC (o-38:3)","PC (p-38:2)","pc_p_38_2","HMDB13439","HMDB0013439"
"HMDB13439#ME056264","HMDB0013439#","PC(o-20:0/18:3(6Z,9Z,12Z))#PC (p-38:2) or PC (o-38:3)","HMDB13439","HMDB0013439","PC (p-38:2) or PC (o-38:3)","PC (o-38:3)","pc_o_38_3","HMDB13439","HMDB0013439"
"HMDB13439#ME056264","HMDB0013439#","PC(o-20:0/18:3(6Z,9Z,12Z))#PC (p-38:2) or PC (o-38:3)","HMDB13439","","PC(o-20:0/18:3(6Z,9Z,12Z))","PC(o-20:0/18:3(6Z,9Z,12Z))","pc_o_20_0_18_3_6z_9z_12z","HMDB13439","HMDB0013439"
"HMDB13439#ME056264","HMDB0013439#","PC(o-20:0/18:3(6Z,9Z,12Z))#PC (p-38:2) or PC (o-38:3)","HMDB13439","","PC (p-38:2) or PC (o-38:3)","PC (p-38:2)","pc_p_38_2","HMDB13439","HMDB0013439"
"HMDB13439#ME056264","HMDB0013439#","PC(o-20:0/18:3(6Z,9Z,12Z))#PC (p-38:2) or PC (o-38:3)","HMDB13439","","PC (p-38:2) or PC (o-38:3)","PC (o-38:3)","pc_o_38_3","HMDB13439","HMDB0013439"
"HMDB13439#ME056264","HMDB0013439#","PC(o-20:0/18:3(6Z,9Z,12Z))#PC (p-38:2) or PC (o-38:3)","ME056264","HMDB0013439","PC(o-20:0/18:3(6Z,9Z,12Z))","PC(o-20:0/18:3(6Z,9Z,12Z))","pc_o_20_0_18_3_6z_9z_12z","ME056264","ME056264"
"HMDB13439#ME056264","HMDB0013439#","PC(o-20:0/18:3(6Z,9Z,12Z))#PC (p-38:2) or PC (o-38:3)","ME056264","HMDB0013439","PC (p-38:2) or PC (o-38:3)","PC (p-38:2)","pc_p_38_2","ME056264","ME056264"
"HMDB13439#ME056264","HMDB0013439#","PC(o-20:0/18:3(6Z,9Z,12Z))#PC (p-38:2) or PC (o-38:3)","ME056264","HMDB0013439","PC (p-38:2) or PC (o-38:3)","PC (o-38:3)","pc_o_38_3","ME056264","ME056264"
"HMDB13439#ME056264","HMDB0013439#","PC(o-20:0/18:3(6Z,9Z,12Z))#PC (p-38:2) or PC (o-38:3)","ME056264","","PC(o-20:0/18:3(6Z,9Z,12Z))","PC(o-20:0/18:3(6Z,9Z,12Z))","pc_o_20_0_18_3_6z_9z_12z","ME056264","ME056264"
"HMDB13439#ME056264","HMDB0013439#","PC(o-20:0/18:3(6Z,9Z,12Z))#PC (p-38:2) or PC (o-38:3)","ME056264","","PC (p-38:2) or PC (o-38:3)","PC (p-38:2)","pc_p_38_2","ME056264","ME056264"
"HMDB13439#ME056264","HMDB0013439#","PC(o-20:0/18:3(6Z,9Z,12Z))#PC (p-38:2) or PC (o-38:3)","ME056264","","PC (p-38:2) or PC (o-38:3)","PC (o-38:3)","pc_o_38_3","ME056264","ME056264"
"CSID24822898#HMDB11252#ME056265","#HMDB0011252#","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC(P-18:0/20:3(8Z,11Z,14Z))#PC (p-38:3) or PC (o-38:4)","CSID24822898","","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate","2_5z_8z_11z_14z_5_8_11_14_icosatetraenoyloxy_3_octadecyloxy_propyl 2_trimethylammonio_ethyl phosphate","CSID24822898","CSID24822898"
"CSID24822898#HMDB11252#ME056265","#HMDB0011252#","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC(P-18:0/20:3(8Z,11Z,14Z))#PC (p-38:3) or PC (o-38:4)","CSID24822898","","PC(P-18:0/20:3(8Z,11Z,14Z))","PC(P-18:0/20:3(8Z,11Z,14Z))","pc_p_18_0_20_3_8z_11z_14z","CSID24822898","CSID24822898"
"CSID24822898#HMDB11252#ME056265","#HMDB0011252#","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC(P-18:0/20:3(8Z,11Z,14Z))#PC (p-38:3) or PC (o-38:4)","CSID24822898","","PC (p-38:3) or PC (o-38:4)","PC (p-38:3)","pc_p_38_3","CSID24822898","CSID24822898"
"CSID24822898#HMDB11252#ME056265","#HMDB0011252#","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC(P-18:0/20:3(8Z,11Z,14Z))#PC (p-38:3) or PC (o-38:4)","CSID24822898","","PC (p-38:3) or PC (o-38:4)","PC (o-38:4)","pc_o_38_4","CSID24822898","CSID24822898"
"CSID24822898#HMDB11252#ME056265","#HMDB0011252#","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC(P-18:0/20:3(8Z,11Z,14Z))#PC (p-38:3) or PC (o-38:4)","CSID24822898","HMDB0011252","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate","2_5z_8z_11z_14z_5_8_11_14_icosatetraenoyloxy_3_octadecyloxy_propyl 2_trimethylammonio_ethyl phosphate","CSID24822898","CSID24822898"
"CSID24822898#HMDB11252#ME056265","#HMDB0011252#","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC(P-18:0/20:3(8Z,11Z,14Z))#PC (p-38:3) or PC (o-38:4)","CSID24822898","HMDB0011252","PC(P-18:0/20:3(8Z,11Z,14Z))","PC(P-18:0/20:3(8Z,11Z,14Z))","pc_p_18_0_20_3_8z_11z_14z","CSID24822898","CSID24822898"
"CSID24822898#HMDB11252#ME056265","#HMDB0011252#","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC(P-18:0/20:3(8Z,11Z,14Z))#PC (p-38:3) or PC (o-38:4)","CSID24822898","HMDB0011252","PC (p-38:3) or PC (o-38:4)","PC (p-38:3)","pc_p_38_3","CSID24822898","CSID24822898"
"CSID24822898#HMDB11252#ME056265","#HMDB0011252#","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC(P-18:0/20:3(8Z,11Z,14Z))#PC (p-38:3) or PC (o-38:4)","CSID24822898","HMDB0011252","PC (p-38:3) or PC (o-38:4)","PC (o-38:4)","pc_o_38_4","CSID24822898","CSID24822898"
"CSID24822898#HMDB11252#ME056265","#HMDB0011252#","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC(P-18:0/20:3(8Z,11Z,14Z))#PC (p-38:3) or PC (o-38:4)","HMDB11252","","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate","2_5z_8z_11z_14z_5_8_11_14_icosatetraenoyloxy_3_octadecyloxy_propyl 2_trimethylammonio_ethyl phosphate","HMDB11252","HMDB0011252"
"CSID24822898#HMDB11252#ME056265","#HMDB0011252#","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC(P-18:0/20:3(8Z,11Z,14Z))#PC (p-38:3) or PC (o-38:4)","HMDB11252","","PC(P-18:0/20:3(8Z,11Z,14Z))","PC(P-18:0/20:3(8Z,11Z,14Z))","pc_p_18_0_20_3_8z_11z_14z","HMDB11252","HMDB0011252"
"CSID24822898#HMDB11252#ME056265","#HMDB0011252#","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC(P-18:0/20:3(8Z,11Z,14Z))#PC (p-38:3) or PC (o-38:4)","HMDB11252","","PC (p-38:3) or PC (o-38:4)","PC (p-38:3)","pc_p_38_3","HMDB11252","HMDB0011252"
"CSID24822898#HMDB11252#ME056265","#HMDB0011252#","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC(P-18:0/20:3(8Z,11Z,14Z))#PC (p-38:3) or PC (o-38:4)","HMDB11252","","PC (p-38:3) or PC (o-38:4)","PC (o-38:4)","pc_o_38_4","HMDB11252","HMDB0011252"
"CSID24822898#HMDB11252#ME056265","#HMDB0011252#","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC(P-18:0/20:3(8Z,11Z,14Z))#PC (p-38:3) or PC (o-38:4)","HMDB11252","HMDB0011252","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate","2_5z_8z_11z_14z_5_8_11_14_icosatetraenoyloxy_3_octadecyloxy_propyl 2_trimethylammonio_ethyl phosphate","HMDB11252","HMDB0011252"
"CSID24822898#HMDB11252#ME056265","#HMDB0011252#","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC(P-18:0/20:3(8Z,11Z,14Z))#PC (p-38:3) or PC (o-38:4)","HMDB11252","HMDB0011252","PC(P-18:0/20:3(8Z,11Z,14Z))","PC(P-18:0/20:3(8Z,11Z,14Z))","pc_p_18_0_20_3_8z_11z_14z","HMDB11252","HMDB0011252"
"CSID24822898#HMDB11252#ME056265","#HMDB0011252#","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC(P-18:0/20:3(8Z,11Z,14Z))#PC (p-38:3) or PC (o-38:4)","HMDB11252","HMDB0011252","PC (p-38:3) or PC (o-38:4)","PC (p-38:3)","pc_p_38_3","HMDB11252","HMDB0011252"
"CSID24822898#HMDB11252#ME056265","#HMDB0011252#","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC(P-18:0/20:3(8Z,11Z,14Z))#PC (p-38:3) or PC (o-38:4)","HMDB11252","HMDB0011252","PC (p-38:3) or PC (o-38:4)","PC (o-38:4)","pc_o_38_4","HMDB11252","HMDB0011252"
"CSID24822898#HMDB11252#ME056265","#HMDB0011252#","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC(P-18:0/20:3(8Z,11Z,14Z))#PC (p-38:3) or PC (o-38:4)","ME056265","","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate","2_5z_8z_11z_14z_5_8_11_14_icosatetraenoyloxy_3_octadecyloxy_propyl 2_trimethylammonio_ethyl phosphate","ME056265","ME056265"
"CSID24822898#HMDB11252#ME056265","#HMDB0011252#","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC(P-18:0/20:3(8Z,11Z,14Z))#PC (p-38:3) or PC (o-38:4)","ME056265","","PC(P-18:0/20:3(8Z,11Z,14Z))","PC(P-18:0/20:3(8Z,11Z,14Z))","pc_p_18_0_20_3_8z_11z_14z","ME056265","ME056265"
"CSID24822898#HMDB11252#ME056265","#HMDB0011252#","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC(P-18:0/20:3(8Z,11Z,14Z))#PC (p-38:3) or PC (o-38:4)","ME056265","","PC (p-38:3) or PC (o-38:4)","PC (p-38:3)","pc_p_38_3","ME056265","ME056265"
"CSID24822898#HMDB11252#ME056265","#HMDB0011252#","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC(P-18:0/20:3(8Z,11Z,14Z))#PC (p-38:3) or PC (o-38:4)","ME056265","","PC (p-38:3) or PC (o-38:4)","PC (o-38:4)","pc_o_38_4","ME056265","ME056265"
"CSID24822898#HMDB11252#ME056265","#HMDB0011252#","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC(P-18:0/20:3(8Z,11Z,14Z))#PC (p-38:3) or PC (o-38:4)","ME056265","HMDB0011252","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate","2_5z_8z_11z_14z_5_8_11_14_icosatetraenoyloxy_3_octadecyloxy_propyl 2_trimethylammonio_ethyl phosphate","ME056265","ME056265"
"CSID24822898#HMDB11252#ME056265","#HMDB0011252#","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate#PC(P-18:0/20:3(8Z,11Z,14Z))#PC (p-38:3) or PC (o-38:4)","ME056265","HMDB0011252","PC(P-18:0/20:3(8Z,11Z,14Z))","PC(P-18:0/20:3(8Z,11Z,14Z))","pc_p_18_0_20_3_8z_11z_14z","ME056265","ME056265"
